text,popularity,meaning1,meaning2
andato a,301119,past participle of andare,"The first letter of the Italian alphabet, called a and written in the Latin script."
in queste,301039,in,feminine plural of questo
sono solo,300783,"first-person singular present indicative of essere: (I) am, I'm","alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome"
con tutta,300642,"with, together",feminine singular of tutto
perché i,300641,"because, why","The ninth letter of the Italian alphabet, called i and written in the Latin script."
per mezzo,300619,for,"half, middle"
grazie al,300418,"thank you, thanks!","contraction of a + il, literally “to the, at the”"
nel rispetto,300363,contraction of in il; in the,"respect, deference"
le chiese,300326,the,plural of chiesa
gli amici,300222,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",masculine plural of amico
non che,299832,not,what; which
giorni di,299719,days,"used to indicate possession, after the thing owned and before the owner; of; ’s"
sul divano,299631,contraction of su + il: on the,"sofa, divan, settee, chesterfield, love seat"
in cambio,299546,in,exchange
sistemi di,299483,inflection of sistemare:,"used to indicate possession, after the thing owned and before the owner; of; ’s"
a farlo,299472,"The first letter of the Italian alphabet, called a and written in the Latin script.",compound of the infinitive fare with lo
un contratto,299390,"apocopic form of uno: a, an",past participle of contrarre
dei fatti,299323,"contraction of di + i; of the, from the",masculine plural of fatto
di legittimità,299257,"used to indicate possession, after the thing owned and before the owner; of; ’s",legitimacy
sempre a,299251,always,"The first letter of the Italian alphabet, called a and written in the Latin script."
elementi di,299228,plural of elemento,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di seguito,299208,"used to indicate possession, after the thing owned and before the owner; of; ’s",past participle of seguire
piedi e,299017,plural of piede,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
e successive,298930,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",feminine plural of successivo
le più,298832,the,comparative degree of molto; more
sue spalle,298763,plural of sua,plural of spalla
e tre,298672,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",three
era rimasto,298494,"age, epoch, period",past participle of rimanere
sempre che,298492,always,what; which
di uomini,298441,"used to indicate possession, after the thing owned and before the owner; of; ’s",plural of uomo
le conseguenze,298423,the,plural of conseguenza
se per,298402,abbreviation of sudest; southeast,for
nella nostra,298368,contraction of in la; in the,feminine singular of nostro
questo il,298328,"this, these",the
e infine,298269,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","finally, in the end, at last, lastly, ultimately"
pare che,298174,archaic form of pari (“peer”),what; which
un modello,298152,"apocopic form of uno: a, an",model
per due,297944,for,two
fatto a,297893,"done, made","The first letter of the Italian alphabet, called a and written in the Latin script."
base della,297891,"base, alkaline","contraction of di la; of the, from the"
storia del,297851,history,"contraction of di + il; some, of the, from the"
le società,297670,the,"society, community"
poco prima,297600,"little, not much",feminine singular of primo
a fronte,297376,"The first letter of the Italian alphabet, called a and written in the Latin script.","forehead, brow"
il movimento,297080,the,movement
quanto il,297073,"how much, how many, however much, however many",the
un soggetto,297019,"apocopic form of uno: a, an","subject, dependent"
motivo di,296530,"reason, ground","used to indicate possession, after the thing owned and before the owner; of; ’s"
mi sentivo,296457,clitic accusative of io. me,first-person singular imperfect indicative of sentire
mano sulla,296454,hand,"plant of the genus Sulla, particularly Sulla coronaria."
in possesso,296051,in,"possession, ownership"
ha sempre,295953,third-person singular present indicative of avere and (obsolete) havere,always
padre di,295938,father,"used to indicate possession, after the thing owned and before the owner; of; ’s"
iniziato a,295816,initiated,"The first letter of the Italian alphabet, called a and written in the Latin script."
attraverso i,295736,through,"The ninth letter of the Italian alphabet, called i and written in the Latin script."
in basso,295669,in,low
favore di,295583,favour/favor,"used to indicate possession, after the thing owned and before the owner; of; ’s"
delle condizioni,295529,"contraction of di le; of the, from the",plural of condizione
fosse una,295394,third-person singular imperfect subjunctive of essere,feminine singular of uno
fatto il,295214,"done, made",the
l' avesse,295211,"apocopic form of il/lo, la: the",third-person singular imperfect subjunctive of avere
dei più,295169,"contraction of di + i; of the, from the",comparative degree of molto; more
durante le,295011,during,the
chiesto di,294929,past participle of chiedere,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di prova,294925,"used to indicate possession, after the thing owned and before the owner; of; ’s","trial, test, experiment"
mio cuore,294909,my; of mine (used attributively),heart
gli chiese,294720,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",plural of chiesa
lei gli,294454,she,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the"
occasione di,294446,"opportunity, chance, occasion, scope","used to indicate possession, after the thing owned and before the owner; of; ’s"
la gola,294445,the,throat (gullet or windpipe)
prima e,294415,feminine singular of primo,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
da allora,294390,from (all senses),then (at that time)
ultima volta,294349,feminine singular of ultimo,"time, instance, occasion"
le operazioni,294344,the,plural of operazione
Corte costituzionale,294230,courtyard,constitutional
sei un,293965,six,"apocopic form of uno: a, an"
il metodo,293882,the,method
l' autorità,293553,"apocopic form of il/lo, la: the",authority (power to enforce rules or give orders)
gli strumenti,293516,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",plural of strumento
forse è,293389,"maybe, perhaps, possibly, may, might","Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
si presenta,293350,"oneself, himself, herself, itself, themselves",inflection of presentare:
da lì,293271,from (all senses),"there, in that place"
sono gli,293268,"first-person singular present indicative of essere: (I) am, I'm","form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the"
lo avrebbe,293252,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the",third-person singular conditional of avere
qualcun altro,293128,apocopic form of qualcuno,"other, another, more, further, else"
del luogo,293125,"contraction of di + il; some, of the, from the","place (location, position)"
trattato di,292909,past participle of trattare,"used to indicate possession, after the thing owned and before the owner; of; ’s"
mano di,292748,hand,"used to indicate possession, after the thing owned and before the owner; of; ’s"
il danno,292247,the,"damage, harm, injury"
che faceva,292237,what; which,third-person singular imperfect indicative of fare
che tale,292036,what; which,such
fonte di,291958,"source, spring (where a body of water emerges)","used to indicate possession, after the thing owned and before the owner; of; ’s"
mai stato,291857,never,"state (physical property of matter as solid, liquid, gas or plasma)"
la Chiesa,291850,the,church
credo di,291727,creed,"used to indicate possession, after the thing owned and before the owner; of; ’s"
testo unico,291656,"synonym of tessuto, past participle of tessere","only, sole, one, single"
alla morte,291553,"contraction of a + la; to the, at the",death
priva di,291521,feminine singular of privo,"used to indicate possession, after the thing owned and before the owner; of; ’s"
ho sempre,291480,first-person singular present indicative of avere and (obsolete) havere,always
dei propri,291478,"contraction of di + i; of the, from the",plural of proprio
l' arte,291456,"apocopic form of il/lo, la: the",art
che ancora,291409,what; which,still
erano in,291347,third-person plural imperfect indicative of essere,in
la teoria,291221,the,theory
quali la,291215,plural of quale,the
anche solo,291162,"also, too, as well, besides","alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome"
la linea,291150,the,line
le funzioni,290917,the,plural of funzione
l' una,290885,"apocopic form of il/lo, la: the",feminine singular of uno
che solo,290883,what; which,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome"
delle altre,290840,"contraction of di le; of the, from the",feminine plural of altro
un nome,290771,"apocopic form of uno: a, an",name
comune di,290494,"mutual, common","used to indicate possession, after the thing owned and before the owner; of; ’s"
va a,290456,third-person singular present indicative of andare,"The first letter of the Italian alphabet, called a and written in the Latin script."
più grandi,290393,comparative degree of molto; more,plural of grande
vicino alla,290336,"near, close","contraction of a + la; to the, at the"
i documenti,290323,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of documento
con quello,290310,"with, together","that, those"
coraggio di,290265,"courage, bravery, valour/valor","used to indicate possession, after the thing owned and before the owner; of; ’s"
nella storia,290220,contraction of in la; in the,history
della stanza,290178,"contraction of di la; of the, from the",room
il trattamento,290132,the,treatment (all senses)
cui alla,290069,"prepositional of che: whom, which","contraction of a + la; to the, at the"
mezzo a,289944,"half, middle","The first letter of the Italian alphabet, called a and written in the Latin script."
quando aveva,289865,when,third-person singular imperfect indicative of avere
tanto da,289814,so much; so many,from (all senses)
di recente,289728,"used to indicate possession, after the thing owned and before the owner; of; ’s",recent
di qualcosa,289721,"used to indicate possession, after the thing owned and before the owner; of; ’s",something
convinto che,289673,"fervent, keen, sure, true blue",what; which
degli interessi,289637,"contraction of di gli; of the, from the",plural of interesse
venuto a,289574,coming,"The first letter of the Italian alphabet, called a and written in the Latin script."
tu mi,289234,you (singular); thou,clitic accusative of io. me
del personale,289159,"contraction of di + il; some, of the, from the","personal, private"
rispetto ai,289103,"respect, deference","contraction of a i; to the, at the"
come aveva,289073,how,third-person singular imperfect indicative of avere
le porte,288997,the,plural of porta
di ottenere,288944,"used to indicate possession, after the thing owned and before the owner; of; ’s","to obtain, to achieve, to gain (something desired)"
a questi,288841,"The first letter of the Italian alphabet, called a and written in the Latin script.",masculine plural of questo
in macchina,288656,in,machine
la procedura,288601,the,procedure
così la,288503,so,the
d' una,288409,apocopic form of di: of,feminine singular of uno
la partecipazione,288389,the,participation
perdita di,288378,"loss, waste, deprivation","used to indicate possession, after the thing owned and before the owner; of; ’s"
tutto e,288362,all,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
accanto alla,288260,nearby,"contraction of a + la; to the, at the"
in poi,288254,in,then
di informazioni,288191,"used to indicate possession, after the thing owned and before the owner; of; ’s",plural of informazione
vedere il,287960,to see,the
a conoscenza,287906,"The first letter of the Italian alphabet, called a and written in the Latin script.","knowledge, cognition"
esseri umani,287888,plural of essere,masculine plural of umano
dei rapporti,287865,"contraction of di + i; of the, from the",plural of rapporto
da te,287803,from (all senses),"you, thee"
in nome,287614,in,name
si diresse,287542,"oneself, himself, herself, itself, themselves",third-person singular past historic of dirigere
una questione,287462,feminine singular of uno,"question, issue, matter, point"
nella misura,287242,contraction of in la; in the,"measure, measurement"
della giustizia,287152,"contraction of di la; of the, from the","justice, fairness, equity"
della cultura,286975,"contraction of di la; of the, from the",culture
avere la,286882,to have,the
tutte quelle,286650,feminine plural of tutto,feminine plural of quello
tra un,286627,between,"apocopic form of uno: a, an"
e me,286506,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",me
la finestra,286496,the,window
ben presto,286468,apocopic form of bene,ready
io ti,286227,I (the first-person singular nominative pronoun),The name of the Latin script letter T/t.; tee
base al,286121,"base, alkaline","contraction of a + il, literally “to the, at the”"
nella prima,285796,contraction of in la; in the,feminine singular of primo
a farsi,285754,"The first letter of the Italian alphabet, called a and written in the Latin script.",reflexive of fare
a Dio,285641,"The first letter of the Italian alphabet, called a and written in the Latin script.","god, deity"
non riuscì,285620,not,third-person singular past historic of riuscire
carico di,285604,"loaded, laden","used to indicate possession, after the thing owned and before the owner; of; ’s"
un messaggio,285601,"apocopic form of uno: a, an",message
al presente,285423,"contraction of a + il, literally “to the, at the”",present (appearing)
delle spese,285321,"contraction of di le; of the, from the",plural of spesa
che potrebbe,285288,what; which,third-person singular conditional of potere
al cielo,285271,"contraction of a + il, literally “to the, at the”",sky
le leggi,285206,the,plural of legge
a queste,285164,"The first letter of the Italian alphabet, called a and written in the Latin script.",feminine plural of questo
la cena,285127,the,dinner (evening meal)
la bambina,285071,the,female equivalent of bambino
la perdita,285008,the,"loss, waste, deprivation"
il percorso,284982,the,distance
lui a,284979,he,"The first letter of the Italian alphabet, called a and written in the Latin script."
avuto la,284970,past participle of avere,the
della polizia,284819,"contraction of di la; of the, from the",polity
il sorriso,284738,the,smile
senza la,284667,without,the
me l',284659,me,"apocopic form of il/lo, la: the"
riuscivo a,284489,first-person singular imperfect indicative of riuscire,"The first letter of the Italian alphabet, called a and written in the Latin script."
in Francia,284443,in,France (a country located primarily in Western Europe)
ma senza,284123,"but, however",without
ci sarebbe,284014,The name of the Latin script letter C/c.; cee,third-person singular conditional of essere
ci sarà,283970,The name of the Latin script letter C/c.; cee,third-person singular future of essere
hanno un,283875,third-person plural present indicative of avere and (obsolete) havere,"apocopic form of uno: a, an"
due o,283812,two,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script."
sulla strada,283801,"plant of the genus Sulla, particularly Sulla coronaria.","road, way, street"
a leggere,283626,"The first letter of the Italian alphabet, called a and written in the Latin script.",to read
uno strumento,283481,one,"instrument (all senses), tool, implement, means"
di governo,283403,"used to indicate possession, after the thing owned and before the owner; of; ’s","government, administration, rule"
o poi,283388,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",then
le ragazze,283298,the,plural of ragazza
stessa cosa,283241,feminine singular of stesso,"thing, matter"
del ricorso,283143,"contraction of di + il; some, of the, from the",past participle of ricorrere
spero che,283029,first-person singular present indicative of sperare,what; which
più il,282952,comparative degree of molto; more,the
ha chiesto,282908,third-person singular present indicative of avere and (obsolete) havere,past participle of chiedere
si faceva,282743,"oneself, himself, herself, itself, themselves",third-person singular imperfect indicative of fare
a sapere,282703,"The first letter of the Italian alphabet, called a and written in the Latin script.",to know (information)
più facile,282636,comparative degree of molto; more,easy
e noi,282501,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",we; us
qui a,282437,here,"The first letter of the Italian alphabet, called a and written in the Latin script."
di uscire,282360,"used to indicate possession, after the thing owned and before the owner; of; ’s","to go out, leave, exit"
il comportamento,282263,the,"behaviour/behavior, conduct, ways, actions"
procedura di,281980,procedure,"used to indicate possession, after the thing owned and before the owner; of; ’s"
quali il,281975,plural of quale,the
sempre un,281934,always,"apocopic form of uno: a, an"
della disciplina,281918,"contraction of di la; of the, from the",discipline (all meanings)
fosse il,281909,third-person singular imperfect subjunctive of essere,the
primo grado,281892,first,degree
si sarebbero,281878,"oneself, himself, herself, itself, themselves",third-person plural conditional of essere
di esse,281859,"used to indicate possession, after the thing owned and before the owner; of; ’s",The name of the Latin script letter S/s.; ess
rapporti con,281787,plural of rapporto,"with, together"
il riconoscimento,281701,the,"recognition, identification"
al nostro,281642,"contraction of a + il, literally “to the, at the”",our
questo articolo,281637,"this, these",article
fra gli,281497,between,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the"
ritiene che,281401,third-person singular present indicative of ritenere,what; which
con questa,281358,"with, together",feminine singular of questo
accordo con,281310,"accord, agreement, bond","with, together"
cui agli,281303,"prepositional of che: whom, which","contraction of a gli; to the, at the"
la cultura,280956,the,culture
di età,280941,"used to indicate possession, after the thing owned and before the owner; of; ’s",age (number of years in someone's life)
poco a,280809,"little, not much","The first letter of the Italian alphabet, called a and written in the Latin script."
il piacere,280612,the,(followed by a or preceded by an indirect object) to be pleasing to (usually translated into English as like with exchange of the subject and object)
era proprio,280580,"age, epoch, period","one's, one's own, her (own), its (own), their (own)"
comma è,280553,"subsection, subparagraph","Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
felice di,280114,happy (contented),"used to indicate possession, after the thing owned and before the owner; of; ’s"
a qualche,280111,"The first letter of the Italian alphabet, called a and written in the Latin script.",few
mia sorella,280095,feminine singular of mio,sister
processi di,280093,plural of processo,"used to indicate possession, after the thing owned and before the owner; of; ’s"
unica cosa,279999,only thing,"thing, matter"
corpo e,279974,body (the physical structure of a human or animal),"The fifth letter of the Italian alphabet, called e and written in the Latin script."
la vista,279945,the,feminine singular of visto
sia di,279818,inflection of essere:,"used to indicate possession, after the thing owned and before the owner; of; ’s"
in campo,279804,in,field
qualunque cosa,279780,"whatever thing, whichever thing","thing, matter"
alla prima,279737,"contraction of a + la; to the, at the",feminine singular of primo
tua madre,279734,feminine singular of tuo,mother
in cima,279723,in,top
le ha,279627,the,third-person singular present indicative of avere and (obsolete) havere
di anni,279567,"used to indicate possession, after the thing owned and before the owner; of; ’s",plural of anno
effetto di,279539,effect (in all senses),"used to indicate possession, after the thing owned and before the owner; of; ’s"
di esecuzione,279496,"used to indicate possession, after the thing owned and before the owner; of; ’s",execution (all senses)
a termine,279351,"The first letter of the Italian alphabet, called a and written in the Latin script.","end, close"
con altri,279263,"with, together","someone else, another"
altre parole,279140,feminine plural of altro,plural of parola (“words”)
dalla finestra,279103,"contraction of da + la, literally “from the”",window
l' odore,279003,"apocopic form of il/lo, la: the","smell, odour, odor, aroma, fragrance, scent"
ultimi anni,278884,masculine plural of ultimo,plural of anno
di dover,278880,"used to indicate possession, after the thing owned and before the owner; of; ’s",apocopic form of dovere
a mettere,278846,"The first letter of the Italian alphabet, called a and written in the Latin script.","to put, to place, to lay, to set"
una visione,278755,feminine singular of uno,vision (all senses)
tutto per,278618,all,for
in tasca,278597,in,pocket
gli alberi,278565,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",plural of albero
se vuoi,278536,abbreviation of sudest; southeast,second-person singular present indicative of volere
centro della,278439,"centre, center","contraction of di la; of the, from the"
degli enti,278416,"contraction of di gli; of the, from the",plural of ente
un giovane,278348,"apocopic form of uno: a, an",young
livelli di,278299,plural of livello,"used to indicate possession, after the thing owned and before the owner; of; ’s"
l' ufficio,278115,"apocopic form of il/lo, la: the",moral duty
un diritto,278098,"apocopic form of uno: a, an","straight, direct"
la vera,278089,the,"wedding ring, wedding band"
il denaro,278031,the,money
in favore,278025,in,favour/favor
sicura che,277913,safety catch,what; which
tre mesi,277732,three,plural of mese
e d',277687,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",apocopic form of di: of
incapace di,277634,"incapable, unfit, incompetent, inadequate","used to indicate possession, after the thing owned and before the owner; of; ’s"
può fare,277614,third-person singular present indicative of potere,to do
attorno a,277600,around,"The first letter of the Italian alphabet, called a and written in the Latin script."
di esso,277579,"used to indicate possession, after the thing owned and before the owner; of; ’s",it
e dove,277447,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",where
del libro,277358,"contraction of di + il; some, of the, from the",book
del passato,277326,"contraction of di + il; some, of the, from the",past participle of passare
fatto la,277277,"done, made",the
sulla spalla,276727,"plant of the genus Sulla, particularly Sulla coronaria.",shoulder
non fare,276620,not,to do
in vista,276519,in,feminine singular of visto
sue mani,276484,plural of sua,plural of mano
è qui,276385,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",here
tu hai,276133,you (singular); thou,second-person singular present indicative of avere and (obsolete) havere
qualche volta,276107,few,"time, instance, occasion"
una città,276102,feminine singular of uno,"town, city"
non vuole,275989,not,third-person singular present indicative of volere
l' inizio,275984,"apocopic form of il/lo, la: the","beginning, start, inception"
ma tu,275984,"but, however",you (singular); thou
i giovani,275800,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of giovane
il rispetto,275753,the,"respect, deference"
sguardo di,275743,"glance, look (action of looking)","used to indicate possession, after the thing owned and before the owner; of; ’s"
la folla,275461,the,crowd; mob
dentro la,275455,inside; indoors,the
da quelli,275415,from (all senses),masculine plural of quello
gruppi di,275284,plural of gruppo,"used to indicate possession, after the thing owned and before the owner; of; ’s"
madre di,274907,mother,"used to indicate possession, after the thing owned and before the owner; of; ’s"
riguarda la,274788,inflection of riguardare:,the
alle quali,274770,"contraction of a le; to the, at the",plural of quale
di denaro,274639,"used to indicate possession, after the thing owned and before the owner; of; ’s",money
Stato membro,274598,"state (physical property of matter as solid, liquid, gas or plasma)",member (one who belongs to a group; an element of a set)
un corpo,274543,"apocopic form of uno: a, an",body (the physical structure of a human or animal)
di società,274414,"used to indicate possession, after the thing owned and before the owner; of; ’s","society, community"
camera di,274357,room; chamber (all senses),"used to indicate possession, after the thing owned and before the owner; of; ’s"
ho un,274327,first-person singular present indicative of avere and (obsolete) havere,"apocopic form of uno: a, an"
messo a,274000,messenger,"The first letter of the Italian alphabet, called a and written in the Latin script."
forte e,273845,"fort, fortress","The fifth letter of the Italian alphabet, called e and written in the Latin script."
il suono,273779,the,sound (that is heard)
quella donna,273702,feminine singular of quello,woman
le seguenti,273658,the,plural of seguente
l' ambiente,273656,"apocopic form of il/lo, la: the",environment
del terzo,273649,"contraction of di + il; some, of the, from the",third
secondo l',273638,second,"apocopic form of il/lo, la: the"
creazione di,273610,creation,"used to indicate possession, after the thing owned and before the owner; of; ’s"
vedere la,273459,to see,the
che questi,273438,what; which,masculine plural of questo
l' importanza,273436,"apocopic form of il/lo, la: the","importance, consequence, significance"
di distanza,273429,"used to indicate possession, after the thing owned and before the owner; of; ’s","distance, interval"
come uno,273399,how,one
che però,273378,what; which,"yet, but, however, nevertheless"
e sulle,273355,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",contraction of su le; on the
i libri,273277,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of libro
la terza,273116,the,feminine singular of terzo
alla finestra,273057,"contraction of a + la; to the, at the",window
del matrimonio,273024,"contraction of di + il; some, of the, from the",marriage
di colpa,273005,"used to indicate possession, after the thing owned and before the owner; of; ’s",fault
si intende,272908,"oneself, himself, herself, itself, themselves",third-person singular present indicative of intendere
del popolo,272896,"contraction of di + il; some, of the, from the",people
porta a,272744,gate,"The first letter of the Italian alphabet, called a and written in the Latin script."
lei mi,272682,she,clitic accusative of io. me
dei bambini,272571,"contraction of di + i; of the, from the",plural of bambino
il codice,272546,the,code (all meanings)
sopra di,272470,over,"used to indicate possession, after the thing owned and before the owner; of; ’s"
che prima,272430,what; which,feminine singular of primo
o almeno,272403,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",at least
un sospiro,272300,"apocopic form of uno: a, an",sigh
di trasporto,272144,"used to indicate possession, after the thing owned and before the owner; of; ’s","transport, carriage, conveyance, freight, freighting, haulage"
a sentire,272083,"The first letter of the Italian alphabet, called a and written in the Latin script.",to feel
del Ministro,271888,"contraction of di + il; some, of the, from the",minister
quasi tutti,271809,"almost, nearly","all; everybody, everyone"
era uno,271795,"age, epoch, period",one
in giudizio,271711,in,"judgment, wisdom, sense"
i lavori,271656,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of lavoro
re di,271529,king (male monarch),"used to indicate possession, after the thing owned and before the owner; of; ’s"
una smorfia,271469,feminine singular of uno,grimace; face (funny face)
in pace,271451,in,peace
suo lavoro,271427,"his, her, its",work (all senses)
del governo,271325,"contraction of di + il; some, of the, from the","government, administration, rule"
o comunque,271265,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.","anyhow, in any case, regardless"
sono qui,271209,"first-person singular present indicative of essere: (I) am, I'm",here
non potrà,271158,not,third-person singular future of potere
al servizio,271010,"contraction of a + il, literally “to the, at the”","service, serve"
del figlio,270985,"contraction of di + il; some, of the, from the",son
ha già,270937,third-person singular present indicative of avere and (obsolete) havere,"already, yet"
esempio di,270807,example,"used to indicate possession, after the thing owned and before the owner; of; ’s"
troppo tardi,270789,"too much, (in the plural) too many",late
norme di,270684,plural of norma,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di alcune,270610,"used to indicate possession, after the thing owned and before the owner; of; ’s","feminine plural of alcuno (“some, a few”)"
tra di,270551,between,"used to indicate possession, after the thing owned and before the owner; of; ’s"
della realtà,270508,"contraction of di la; of the, from the",reality
smesso di,270495,past participle of smettere,"used to indicate possession, after the thing owned and before the owner; of; ’s"
riferimento a,270492,"reference, mention","The first letter of the Italian alphabet, called a and written in the Latin script."
d' ora,270437,apocopic form of di: of,hour (a unit of time of one twenty-fourth of a day (sixty minutes))
non riuscivo,270383,not,first-person singular imperfect indicative of riuscire
posto in,270344,past participle of porre,in
il paziente,270341,the,patient
del bambino,270337,"contraction of di + il; some, of the, from the","child, baby, toddler, tot (male or of unspecified gender)"
cosa mi,270138,"thing, matter",clitic accusative of io. me
della pena,270047,"contraction of di la; of the, from the",pain
una stanza,269864,feminine singular of uno,room
ancora a,269713,still,"The first letter of the Italian alphabet, called a and written in the Latin script."
uno spazio,269628,one,space
in prima,269476,in,feminine singular of primo
le opere,269246,the,plural of opera
a sedere,269225,"The first letter of the Italian alphabet, called a and written in the Latin script.",to sit
delle mie,269120,"contraction of di le; of the, from the",feminine plural of mio
nella sala,269119,contraction of in la; in the,room
l' utilizzo,269080,"apocopic form of il/lo, la: the",utilization
un minuto,268958,"apocopic form of uno: a, an","tiny, minute, emaciated, thin"
nome del,268917,name,"contraction of di + il; some, of the, from the"
un dito,268880,"apocopic form of uno: a, an",finger (on a hand)
è venuto,268864,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",coming
ha portato,268858,third-person singular present indicative of avere and (obsolete) havere,"second-hand, used"
una soluzione,268792,feminine singular of uno,solution
il bisogno,268642,the,need
vita che,268591,life,what; which
per quella,268518,for,feminine singular of quello
le cui,268467,the,"prepositional of che: whom, which"
è chiaro,268447,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","bright, shiny"
avrei potuto,268442,first-person singular conditional of avere,past participle of potere
pensavo che,268365,first-person singular imperfect indicative of pensare,what; which
un progetto,268336,"apocopic form of uno: a, an","plan, project, design, scheme, layout"
le misure,268321,the,plural of misura
vado a,268303,alternative form of guado,"The first letter of the Italian alphabet, called a and written in the Latin script."
abbiamo visto,268289,inflection of avere:,past participle of vedere
dei genitori,268241,"contraction of di + i; of the, from the",masculine plural of genitore
un sogno,268220,"apocopic form of uno: a, an",dream
una seconda,268047,feminine singular of uno,feminine singular of secondo
tutti questi,267951,"all; everybody, everyone",masculine plural of questo
ai loro,267950,"contraction of a i; to the, at the","they, them"
realizzazione di,267941,realization (all senses),"used to indicate possession, after the thing owned and before the owner; of; ’s"
la vecchia,267882,the,feminine singular of vecchio
mi fece,267814,clitic accusative of io. me,third-person singular past historic of fare
ma gli,267666,"but, however","form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the"
si chiese,267621,"oneself, himself, herself, itself, themselves",plural of chiesa
sensazione che,267557,"sensation, feeling",what; which
l' accesso,267430,"apocopic form of il/lo, la: the","access, admittance, approach"
base del,267418,"base, alkaline","contraction of di + il; some, of the, from the"
nei quali,267337,contraction of in i; in the,plural of quale
pochi minuti,267334,masculine plural of poco,masculine plural of minuto
sta per,267264,third-person singular present indicative of stare,for
le palpebre,267121,the,plural of palpebra
se era,267029,abbreviation of sudest; southeast,"age, epoch, period"
dopo le,266898,later,the
cui mi,266751,"prepositional of che: whom, which",clitic accusative of io. me
che avrebbero,266541,what; which,third-person plural conditional of avere
me stesso,266511,me,"same, equal"
fronte al,266487,"forehead, brow","contraction of a + il, literally “to the, at the”"
l' amministrazione,266453,"apocopic form of il/lo, la: the","administration, management"
i nomi,266432,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of nome
di qui,266365,"used to indicate possession, after the thing owned and before the owner; of; ’s",here
qua e,266316,here,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
avuto il,266199,past participle of avere,the
un grosso,266181,"apocopic form of uno: a, an","big, large"
è morto,266155,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",dead
di lì,265901,"used to indicate possession, after the thing owned and before the owner; of; ’s","there, in that place"
diritto alla,265784,"straight, direct","contraction of a + la; to the, at the"
ha visto,265719,third-person singular present indicative of avere and (obsolete) havere,past participle of vedere
cosa più,265436,"thing, matter",comparative degree of molto; more
diceva che,265301,third-person singular imperfect indicative of dire,what; which
del titolo,265274,"contraction of di + il; some, of the, from the","title (of a book, song etc.), headline (of an article), heading (of a chapter)"
base alla,265249,"base, alkaline","contraction of a + la; to the, at the"
che oggi,265192,what; which,today
perché sono,265002,"because, why","first-person singular present indicative of essere: (I) am, I'm"
della procedura,264932,"contraction of di la; of the, from the",procedure
come già,264869,how,"already, yet"
