text,popularity,meaning1,meaning2
的 理性,7739,of; ~'s (possessive particle),reason
收 支,7737,to receive,surname Zhi
现实 主义,7733,reality; actuality,-ism
登记 注册,7730,to register (one's name),to register
二 个,7721,two,used in 自個兒|自个儿[zi4 ge3 r5]
压延 加,7721,,Canada (abbr. for 加拿大[Jia1 na2 da4])
总 产值,7720,(bound form) general; overall,value of output
项目 建设,7716,item; project; (sports) event,to build; to construct; to establish; to develop; to institute
也 能,7711,surname Ye,surname Neng
债权人 会议,7709,creditor,meeting
的 现代化,7707,of; ~'s (possessive particle),modernization
社会 环境,7704,society,environment
的 美国,7703,of; ~'s (possessive particle),United States; USA; US
的 调查,7702,of; ~'s (possessive particle),investigation
地 为,7701,-ly,as (in the capacity of)
电话 用户,7701,telephone,user
总数 的,7697,total,of; ~'s (possessive particle)
是 加强,7697,to be (followed by substantives only),to reinforce; to strengthen; to enhance
收入 和,7695,to take in,old variant of 和[he2]
可以 根据,7692,can,according to
教育 工作,7690,to educate,to work
有 不,7688,to have; there is,no; not so
现金 流量,7686,cash,flow rate; throughput of passengers; volume of traffic
发达 地区,7686,well-developed; flourishing,region; area (informal or geographical term)
一 轮,7683,one,wheel; disk; ring
社区 矫正,7682,community,to correct
公布 的,7680,variant of 公布[gong1 bu4],of; ~'s (possessive particle)
的 巨大,7672,of; ~'s (possessive particle),huge; immense; enormous; gigantic
和 第,7672,old variant of 和[he2],"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")"
数字 图书,7670,numeral,books (in a library or bookstore)
自然 资源,7670,nature,see 資源縣|资源县[Zi1 yuan2 Xian4]
信息 披露,7670,information; news; message,to reveal
责任 编辑,7669,responsibility; duty; liability,to edit
的 第一,7668,of; ~'s (possessive particle),first
的 总体,7668,of; ~'s (possessive particle),completely
公 共,7668,public,common
报告 的,7666,to inform,of; ~'s (possessive particle)
处理 好,7664,to handle; to deal with,good
全球 金融,7662,the whole world,banking
月 十,7658,moon,ten
致力 于,7658,to devote oneself to; to work toward (often followed by 於|于[yu2]),surname Yu
很 容易,7657,very; quite,easy; straightforward
农业 保险,7656,agriculture,insurance
的 权威,7656,of; ~'s (possessive particle),authority
支付 的,7655,to pay (money),of; ~'s (possessive particle)
消费品 零售,7655,consumer goods,to retail; to sell in small quantities
当 你,7654,(onom.) dong,"you (informal, as opposed to courteous 您[nin2])"
的 调整,7654,of; ~'s (possessive particle),to adjust; to revise; to reorganize
安全 的,7654,safe; secure,of; ~'s (possessive particle)
预算 收入,7651,budget,to take in
失败 的,7651,to be defeated,of; ~'s (possessive particle)
经费 保障,7647,funds,to ensure
还 会,7643,surname Huan,can; to have the skill; to know how to
计算 的,7641,to calculate; to compute,of; ~'s (possessive particle)
统计 数据,7641,statistics,data
设 定,7640,to set up; to put in place,to fix; to set; to make definite
市 政府,7638,market,government
本 地区,7636,(bound form) root; stem,region; area (informal or geographical term)
的 销售,7636,of; ~'s (possessive particle),to sell
旅游 业,7636,trip,surname Ye
积极 开展,7635,active,to launch
信 息,7630,letter,(bound form) breath
对 市场,7630,right; correct,marketplace; market; bazaar
较 强,7630,(bound form) to compare,surname Qiang
深刻 的,7629,profound,of; ~'s (possessive particle)
的 各个,7626,of; ~'s (possessive particle),every
期 撰文,7625,variant of 期[qi1],to write an article
共和国 刑法,7624,republic,criminal law
环境 中,7624,environment,(bound form) China; Chinese
二 者,7623,two,(after a verb or adjective) one who (is) ...
救助 制度,7623,to help sb in trouble,"system (e.g. political, adminstrative etc)"
主要 指标,7621,main; principal; major; primary,(production) target; quota
林业 局,7621,forest industry,narrow
社会 服务,7617,society,to serve
平方 米,7617,"square (as in square foot, square mile, square root)",surname Mi
将 在,7616,will,to exist; to be alive
医药 管理局,7613,medical care and medicines,
外汇 储备,7610,foreign (currency) exchange,to store up
人 所,7608,person; people,actually
科学 性,7606,science,nature
模块 化,7603,module (in software),variant of 花[hua1]
研究 中,7603,research,(bound form) China; Chinese
通 过,7603,to go through,surname Guo
的 文学,7600,of; ~'s (possessive particle),literature
在 工作,7595,to exist; to be alive,to work
加强 与,7595,to reinforce; to strengthen; to enhance,variant of 歟|欤[yu2]
生活 方式,7592,to live,way; method; manner; mode; pattern (of behavior etc)
的 人才,7591,of; ~'s (possessive particle),talent
积极 探索,7590,active,to explore; to probe
执行 情况,7588,to implement,circumstances; state of affairs; situation
大力 推进,7588,energetically; vigorously,to impel
的 贷款,7588,of; ~'s (possessive particle),a loan
是 发展,7587,to be (followed by substantives only),development
人生 的,7585,life (one's time on earth),of; ~'s (possessive particle)
对 农村,7585,right; correct,rural area
索 质,7584,surname Suo,character
所 占,7582,actually,variant of 占[zhan4]
经济 合作,7582,economy,to cooperate; to collaborate; to work together
没 有,7579,(negative prefix for verbs) have not; not,to have; there is
地区 和,7579,region; area (informal or geographical term),old variant of 和[he2]
新闻 出版,7575,news,to publish
有 三,7572,to have; there is,surname San
十二 五,7570,twelve,five
历史 文化,7567,history,culture
出口 的,7562,an exit,of; ~'s (possessive particle)
江苏 省,7561,see 江蘇省|江苏省[Jiang1 su1 Sheng3],to save; to economize; to be frugal
审计 单位,7559,to audit,unit (of measure)
影响 到,7558,influence,to reach; to arrive
的 对,7558,of; ~'s (possessive particle),right; correct
的 意识,7552,of; ~'s (possessive particle),consciousness; awareness
广阔 的,7546,wide,of; ~'s (possessive particle)
农村 劳动力,7544,rural area,labor force
多 种,7544,many; much; more; a lot of,seed
中 国家,7539,(bound form) China; Chinese,country; nation; state
成长 的,7537,to mature,of; ~'s (possessive particle)
市场 营销,7536,marketplace; market; bazaar,marketing
印 巴,7527,surname Yin,"Ba, a state during the Zhou dynasty (in present-day Chongqing and the eastern part of Sichuan)"
会议 的,7527,meeting,of; ~'s (possessive particle)
贷款 余额,7527,a loan,"balance (of an account, bill etc)"
和 改善,7526,old variant of 和[he2],to make better; to improve
第三 产业,7525,,industry
的 道德,7523,of; ~'s (possessive particle),virtue
的 事业,7521,of; ~'s (possessive particle),undertaking
的 主观,7521,of; ~'s (possessive particle),subjective
账户 的,7520,"(bank, computer etc) account",of; ~'s (possessive particle)
提 高,7520,used in 提防[di1 fang5] and 提溜[di1 liu5],surname Gao
经济 体制,7517,economy,system
在 金融,7517,to exist; to be alive,banking
的 前,7515,of; ~'s (possessive particle),front
全面 推进,7514,all-around,to impel
当地 的,7510,local,of; ~'s (possessive particle)
是 现代,7510,to be (followed by substantives only),"Hyundai, South Korean company"
的 收益,7504,of; ~'s (possessive particle),earnings
就是 在,7502,exactly; precisely,to exist; to be alive
的 主张,7500,of; ~'s (possessive particle),to advocate
当代 文学,7498,the present age,literature
的 资料,7495,of; ~'s (possessive particle),material
生 的,7494,to grow; to give birth; to produce; to be born,of; ~'s (possessive particle)
充分 的,7494,ample,of; ~'s (possessive particle)
知识 和,7493,knowledge,old variant of 和[he2]
九 届,7492,nine,to arrive at (place or time)
资 金,7486,resources,surname Jin
有限 的,7477,limited; finite,of; ~'s (possessive particle)
又 有,7476,(once) again,to have; there is
而 这,7476,and,(pronoun) this; these
多 层次,7475,many; much; more; a lot of,layer
政治 的,7475,politics,of; ~'s (possessive particle)
人民 大学,7471,the people,"the Great Learning, one of the Four Books 四書|四书[Si4 shu1] in Confucianism"
一 阶段,7470,one,stage
人民 生活,7470,the people,to live
和 问题,7469,old variant of 和[he2],question
综 治,7467,heddle,to rule
生活 在,7464,to live,to exist; to be alive
座谈 会,7464,to have an informal discussion,can; to have the skill; to know how to
重要 作用,7462,important; significant; major,to act on; to affect
规划 的,7462,to draw up a plan; to map out a program,of; ~'s (possessive particle)
社会 和,7460,society,old variant of 和[he2]
发展 与,7459,development,variant of 歟|欤[yu2]
的 革命,7459,of; ~'s (possessive particle),to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning)
消费 的,7459,"to consume (goods and services, resources etc)",of; ~'s (possessive particle)
条 人民,7458,strip,the people
用 于,7458,to use; to make use of; to employ,surname Yu
廉政 建设,7458,to govern with integrity; clean and honest government,to build; to construct; to establish; to develop; to institute
创新 型,7456,to bring forth new ideas; to blaze new trails,mold
基金 组织,7455,fund,to organize
与 世界,7455,variant of 歟|欤[yu2],world
形势 的,7450,circumstances,of; ~'s (possessive particle)
一 定,7449,one,to fix; to set; to make definite
的 规模,7448,of; ~'s (possessive particle),scale; scope; extent
的 个体,7445,of; ~'s (possessive particle),an individual
的 困难,7442,of; ~'s (possessive particle),difficult
最大 限度,7440,,limit
成为 一,7440,to become; to turn into,one
达到 了,7437,to reach; to achieve; to attain,(completed action marker)
了 世界,7436,(completed action marker),world
已经 成为,7434,already,to become; to turn into
储蓄 存款,7433,to save money (in a bank),to deposit money (in a bank etc)
制 的,7431,system,of; ~'s (possessive particle)
产品 或,7430,goods,maybe
可 再生,7426,(prefix) can; may; able to; -able,to be reborn
事件 的,7426,incident; event,of; ~'s (possessive particle)
的 旅游,7426,of; ~'s (possessive particle),trip
工程 的,7424,engineering,of; ~'s (possessive particle)
在 西方,7423,to exist; to be alive,the West
越 多,7423,generic word for peoples or states of south China or south Asia at different historical periods,many; much; more; a lot of
法律 体系,7422,law,system
服务 型,7421,to serve,mold
改善 民生,7421,to make better; to improve,people's livelihood
做 出,7420,to make; to produce,to go out; to come out
可以 从,7417,can,variant of 從|从[cong2]
显示 出,7417,to show,to go out; to come out
造成 了,7415,to bring about; to create; to cause,(completed action marker)
种 新,7410,seed,abbr. for Xinjiang 新疆[Xin1 jiang1]
站 在,7410,station,to exist; to be alive
主要 体现,7410,main; principal; major; primary,to embody
完善 的,7409,"(of systems, facilities etc) comprehensive",of; ~'s (possessive particle)
都 能,7408,surname Du,surname Neng
五 个,7408,five,used in 自個兒|自个儿[zi4 ge3 r5]
资源 配置,7404,see 資源縣|资源县[Zi1 yuan2 Xian4],to deploy
是 这样,7400,to be (followed by substantives only),this way; like this; so
采取 的,7400,"to adopt or carry out (measures, policies, course of action)",of; ~'s (possessive particle)
的 情绪,7399,of; ~'s (possessive particle),mood
出卖 人,7398,to offer for sale; to sell,person; people
和 政治,7395,old variant of 和[he2],politics
中国 大陆,7395,China,mainland China (reference to the PRC)
是 可以,7392,to be (followed by substantives only),can
的 动力,7392,of; ~'s (possessive particle),motive power
资金 来源,7391,funds; capital,source (of information etc)
面积 平方,7391,"area (of a floor, piece of land etc)","square (as in square foot, square mile, square root)"
与 此,7389,variant of 歟|欤[yu2],this; these
供应 链,7385,"to supply; to provide (goods, services etc)",chain
资本 主义,7383,capital (economics),-ism
企业 提供,7383,company; firm; enterprise; corporation,to offer
民族 国家,7383,nationality; ethnic group,country; nation; state
深圳 市,7381,see 深圳市[Shen1 zhen4 Shi4],market
大家 都,7380,everyone,surname Du
机械 总,7374,machine,(bound form) general; overall
农村 卫生,7372,rural area,hygienic; sanitary
一般 的,7370,same,of; ~'s (possessive particle)
诉讼 法,7369,lawsuit,variant of 法[fa3]
利润 的,7369,profits,of; ~'s (possessive particle)
条 的,7369,strip,of; ~'s (possessive particle)
和 改革,7367,old variant of 和[he2],reform
引起 的,7364,to give rise to; to lead to; to cause; to arouse,of; ~'s (possessive particle)
一致 的,7360,consistent; unanimous; in agreement,of; ~'s (possessive particle)
金融 监管,7359,banking,to oversee
因为 我,7359,because; owing to; on account of,I; me; my
行政 执法,7359,administration,to enforce a law
我国 社会,7359,my country; our country,society
社会 成员,7355,society,member
情 况,7354,(bound form) feelings; emotion; sentiment; passion,moreover
一 文,7352,one,surname Wen
意识 的,7350,consciousness; awareness,of; ~'s (possessive particle)
人们 对,7349,people,right; correct
大 了,7344,big; large; great,(completed action marker)
就业 人员,7340,to get a job,staff
对 台,7339,right; correct,Taiwan (abbr.)
精 神,7338,essence,God
也 不是,7338,surname Ye,no
不 大,7338,no; not so,big; large; great
我 不,7332,I; me; my,no; not so
在 这些,7330,to exist; to be alive,these
许多 人,7330,many,person; people
地 对,7328,-ly,right; correct
如果 是,7326,if; in case; in the event that,to be (followed by substantives only)
公有制 经济,7323,public ownership,economy
公共 财政,7321,public; common; communal,public finance; government finance
和 国际,7321,old variant of 和[he2],international
负债 表,7321,to be in debt,exterior surface
史 研究,7317,surname Shi,research
分 的,7315,to divide; to separate,of; ~'s (possessive particle)
的 方面,7306,of; ~'s (possessive particle),respect
事务 的,7306,"(political, economic etc) affairs",of; ~'s (possessive particle)
的 扩大,7304,of; ~'s (possessive particle),to expand
地球 物理,7301,the earth,physics
民族 文化,7301,nationality; ethnic group,culture
副 部长,7299,secondary,head of a (government etc) department
的 各项,7299,of; ~'s (possessive particle),
长期 以来,7298,long-term; for a protracted period,since (used after a specified time or event)
孩子 们,7296,child,"plural marker for pronouns, and nouns referring to individuals"
次 会议,7292,next in sequence,meeting
社会 公众,7292,society,public
实证 研究,7292,actual proof,research
人民 政,7291,the people,political
两岸 经济,7290,bilateral,economy
的 未来,7290,of; ~'s (possessive particle),future
基层 工会,7289,basic level,labor union; trade union
创意 产业,7285,creative,industry
几 十,7285,small table,ten
因为 他们,7282,because; owing to; on account of,they; them
时间 内,7281,(concept of) time,inside
会议 上,7281,meeting,used in 上聲|上声[shang3 sheng1]
的 速度,7277,of; ~'s (possessive particle),speed; rate; velocity; (music) tempo
最 优,7272,variant of 最[zui4],excellent
时期 内,7272,period,inside
的 信用,7271,of; ~'s (possessive particle),trustworthiness
资 产,7270,resources,to give birth
不 到,7269,no; not so,to reach; to arrive
留 下,7264,old variant of 留[liu2],down
政 策,7262,political,surname Ce
五 届,7253,five,to arrive at (place or time)
更 为,7251,to change or replace,as (in the capacity of)
上 半年,7251,used in 上聲|上声[shang3 sheng1],half a year
多数 人,7250,majority; most,person; people
基本 公共,7248,basic,public; common; communal
哈萨克 斯坦,7246,Kazakh ethnic group,
的 印象,7245,of; ~'s (possessive particle),impression (sth that stays in one's mind)
类 的,7245,kind; type; class; category,of; ~'s (possessive particle)
纳税 人,7240,to pay taxes,person; people
了 大量,7240,(completed action marker),great amount
月 二,7239,moon,two
等 部门,7236,to wait for; to await,department
社会 化,7236,society,variant of 花[hua1]
建设 小康,7234,to build; to construct; to establish; to develop; to institute,"Xiaokang, a Confucian near-ideal state of society, second only to Datong 大同[Da4 tong2]"
的 相互,7234,of; ~'s (possessive particle),each other
生态 文明,7231,ecology (the study of interactions between organisms and their environment),civilized
小 额,7230,small,variant of 額|额[e2]
的 形象,7221,of; ~'s (possessive particle),image
价值 观念,7219,value; worth,notion
进 一步,7218,to go forward,
形 成,7217,to appear,surname Cheng
举办 的,7217,to conduct; to hold (an event),of; ~'s (possessive particle)
也 可,7211,surname Ye,(prefix) can; may; able to; -able
的 经,7209,of; ~'s (possessive particle),surname Jing
成功 地,7208,to succeed,-ly
的 工具,7205,of; ~'s (possessive particle),tool
应 以,7202,surname Ying,old variant of 以[yi3]
社会 团体,7201,society,group
开 了,7198,to open (transitive or intransitive),(completed action marker)
的 群体,7198,of; ~'s (possessive particle),community
同时 又,7196,at the same time; simultaneously,(once) again
项 贷款,7195,surname Xiang,a loan
将 是,7194,will,to be (followed by substantives only)
主义 经济,7194,-ism,economy
转型 的,7193,to undergo fundamental change; to transition; to transform,of; ~'s (possessive particle)
战略 性,7192,strategy,nature
主义 国家,7188,-ism,country; nation; state
机构 和,7187,mechanism,old variant of 和[he2]
非常 重要,7185,very; really,important; significant; major
了 社会,7185,(completed action marker),society
新 时期,7184,abbr. for Xinjiang 新疆[Xin1 jiang1],period
典型 的,7182,model,of; ~'s (possessive particle)
地方 政府,7181,region,government
消费 支出,7180,"to consume (goods and services, resources etc)",to spend; to pay out
年 义务,7179,surname Nian,duty; obligation (CL:項|项[xiang4])
但 由于,7177,but; yet; however; still,due to
对 你,7175,right; correct,"you (informal, as opposed to courteous 您[nin2])"
的 健康,7174,of; ~'s (possessive particle),health
世纪 的,7174,century,of; ~'s (possessive particle)
云南 省,7171,see 雲南省|云南省[Yun2 nan2 Sheng3],to save; to economize; to be frugal
等 工作,7168,to wait for; to await,to work
一个 很,7166,a; an; one,very; quite
举办 了,7163,to conduct; to hold (an event),(completed action marker)
这 场,7163,(pronoun) this; these,threshing floor
也不 是,7162,,to be (followed by substantives only)
的 理想,7159,of; ~'s (possessive particle),an ideal
五 四,7156,five,four
稳定 性,7154,steady,nature
关于 加强,7153,pertaining to,to reinforce; to strengthen; to enhance
的 内部,7152,of; ~'s (possessive particle),interior
学者 的,7150,scholar,of; ~'s (possessive particle)
所 要,7149,actually,(bound form) to demand; to coerce
我们 也,7148,we; us; ourselves; our,surname Ye
服务 水平,7143,to serve,horizontal; level
较 少,7143,(bound form) to compare,few
纯 收入,7139,pure,to take in
工作 和,7138,to work,old variant of 和[he2]
较大 的,7138,comparatively large,of; ~'s (possessive particle)
环节 的,7136,"(zoology) segment (of the body of a worm, centipede etc)",of; ~'s (possessive particle)
分 行,7135,to divide; to separate,(bound form) row; line
教育 发展,7133,to educate,development
公共 政策,7133,public; common; communal,policy
的 民主,7132,of; ~'s (possessive particle),democracy
开发 利用,7132,to exploit (a resource); to open up (for development); to develop,to exploit
的 建立,7129,of; ~'s (possessive particle),to establish
性质 的,7128,nature,of; ~'s (possessive particle)
股份 有限,7126,a share (in a company),limited; finite
应 是,7122,surname Ying,to be (followed by substantives only)
的 产生,7116,of; ~'s (possessive particle),to arise; to come into being; to come about
链 的,7115,chain,of; ~'s (possessive particle)
企 事业,7111,(bound form) to stand on tiptoe and look; to anticipate; to look forward to,undertaking
严格 的,7110,strict; stringent; tight; rigorous,of; ~'s (possessive particle)
不 能,7110,no; not so,surname Neng
政治 上,7110,politics,used in 上聲|上声[shang3 sheng1]
重要 原因,7108,important; significant; major,cause
东方 周刊,7107,the East; the Orient,weekly publication
的 规,7106,of; ~'s (possessive particle),variant of 規|规[gui1]
现代 农业,7106,"Hyundai, South Korean company",agriculture
是 党,7104,to be (followed by substantives only),surname Dang
的 女性,7103,of; ~'s (possessive particle),woman
申请 人民,7102,to apply for sth,the people
在 当前,7101,to exist; to be alive,the present time
特色 的,7099,a characteristic; a distinctive feature or quality,of; ~'s (possessive particle)
普遍 服务,7097,universal,to serve
产业 和,7097,industry,old variant of 和[he2]
在 国家,7097,to exist; to be alive,country; nation; state
二 产业,7095,two,industry
坚实 的,7095,firm and substantial,of; ~'s (possessive particle)
一段 时间,7095,,(concept of) time
之 外,7089,"(possessive particle, literary equivalent of 的[de5])",outside
的 自主,7089,of; ~'s (possessive particle),to act independently; to be autonomous; to be in control of one's own affairs
改革 创新,7088,reform,to bring forth new ideas; to blaze new trails
的 倾向,7086,of; ~'s (possessive particle),trend
不 变,7083,no; not so,to change
嫌疑 人,7080,suspicion,person; people
体制 的,7079,system,of; ~'s (possessive particle)
突出 问题,7079,prominent,question
可靠 的,7078,reliable,of; ~'s (possessive particle)
着 中国,7078,variant of 著|着[zhao1],China
困难 的,7076,difficult,of; ~'s (possessive particle)
代表 性,7076,representative,nature
要 从,7073,(bound form) to demand; to coerce,variant of 從|从[cong2]
越来越 多,7072,more and more,many; much; more; a lot of
或者 说,7065,or,to persuade
党 风,7059,surname Dang,wind
或 服务,7059,maybe,to serve
百 万,7056,surname Bai,used in 万俟[Mo4 qi2]
和 促进,7053,old variant of 和[he2],to promote (an idea or cause); to advance; boost
化 部,7053,variant of 花[hua1],ministry
损失 的,7052,loss,of; ~'s (possessive particle)
处 五,7051,to reside,five
土地 承包,7050,land,to contract
的 含义,7049,of; ~'s (possessive particle),meaning (implicit in a phrase)
才 有,7049,ability; talent,to have; there is
台 商,7047,Taiwan (abbr.),Shang Dynasty (c. 1600–1046 BC)
基金 会,7046,fund,can; to have the skill; to know how to
北京 大学,7046,"Beijing municipality, capital of the People's Republic of China (short name 京[Jing1])","the Great Learning, one of the Four Books 四書|四书[Si4 shu1] in Confucianism"
抓 好,7044,to grab,good
危机 中,7043,crisis,(bound form) China; Chinese
的 著作,7042,of; ~'s (possessive particle),to write
这些 问题,7040,these,question
还 必须,7037,surname Huan,to have to
国务院 银行,7034,(PRC) State Council,bank
月 的,7033,moon,of; ~'s (possessive particle)
的 比较,7029,of; ~'s (possessive particle),to compare
发挥 了,7028,to display,(completed action marker)
你 在,7027,"you (informal, as opposed to courteous 您[nin2])",to exist; to be alive
投 资,7027,"to throw (sth in a specific direction: ball, javelin, grenade etc)",resources
和 新,7027,old variant of 和[he2],abbr. for Xinjiang 新疆[Xin1 jiang1]
收入 差距,7027,to take in,disparity; gap
代表 团,7026,representative,round
企业 管理,7024,company; firm; enterprise; corporation,to supervise
等 一,7022,to wait for; to await,one
国土 资源,7022,country's territory,see 資源縣|资源县[Zi1 yuan2 Xian4]
或 是,7022,maybe,to be (followed by substantives only)
银 行,7020,silver,(bound form) row; line
单位 数,7019,unit (of measure),to count
物 联网,7019,(bound form) thing,to connect (or be connected) to a network; to network
村民 委员会,7018,villager,committee; commission
环境 污染,7017,environment,(lit. and fig.) to pollute; to contaminate
的 损失,7015,of; ~'s (possessive particle),loss
认真 贯彻,7015,conscientious,to implement
独资 公司,7015,wholly-owned (often by foreign company),company; firm; corporation
及 压延,7014,and,
投资 基金,7009,investment,fund
的 大量,7007,of; ~'s (possessive particle),great amount
成为 中国,7005,to become; to turn into,China
之 内,7002,"(possessive particle, literary equivalent of 的[de5])",inside
的 沟通,7001,of; ~'s (possessive particle),to join; to connect; to link up
可以 是,6994,can,to be (followed by substantives only)
本 届,6994,(bound form) root; stem,to arrive at (place or time)
先进 的,6994,sophisticated; advanced (technology etc),of; ~'s (possessive particle)
的 动态,6989,of; ~'s (possessive particle),movement
的 感情,6988,of; ~'s (possessive particle),emotion; sentiment
服务 等,6985,to serve,to wait for; to await
企业 进行,6985,company; firm; enterprise; corporation,(of a process etc) to proceed; to be in progress; to be underway
自治 地方,6984,autonomy,region
的 成果,6982,of; ~'s (possessive particle),result
小学 在,6980,elementary school; primary school,to exist; to be alive
经济 责任,6977,economy,responsibility; duty; liability
世博 会,6976,"abbr. for 世界博覽會|世界博览会[Shi4 jie4 Bo2 lan3 hui4], World Expo",can; to have the skill; to know how to
问题 时,6976,question,old variant of 時|时[shi2]
工业 和,6976,industry,old variant of 和[he2]
九 次,6975,nine,next in sequence
七 条,6974,seven,strip
成为 世界,6974,to become; to turn into,world
转移 的,6973,to shift; to relocate; to transfer,of; ~'s (possessive particle)
告诉 我们,6971,to press charges; to file a complaint,we; us; ourselves; our
教育 培训,6971,to educate,to cultivate
效率 的,6969,efficiency,of; ~'s (possessive particle)
呈现 出,6968,to appear,to go out; to come out
预期 的,6966,to expect,of; ~'s (possessive particle)
地 将,6965,-ly,will
和 提高,6963,old variant of 和[he2],to raise
原因 是,6961,cause,to be (followed by substantives only)
任何 人,6960,any; whatever; whichever,person; people
阐述 了,6959,to expound (a position),(completed action marker)
所 面临,6955,actually,to face sth; to be confronted with
的 这个,6954,of; ~'s (possessive particle),(pronoun) this
地 进行,6952,-ly,(of a process etc) to proceed; to be in progress; to be underway
企业 发展,6950,company; firm; enterprise; corporation,development
没有 人,6948,haven't,person; people
职能 部门,6947,function,department
级 以上,6945,level,that level or higher; that amount or more
是 没有,6945,to be (followed by substantives only),haven't
投入 的,6944,to throw into,of; ~'s (possessive particle)
刑事 诉讼,6944,criminal; penal,lawsuit
上 一,6939,used in 上聲|上声[shang3 sheng1],one
取得 新,6936,to acquire; to get; to obtain,abbr. for Xinjiang 新疆[Xin1 jiang1]
我们 就,6935,we; us; ourselves; our,(after a suppositional clause) in that case; then
和 产品,6934,old variant of 和[he2],goods
的 立场,6934,of; ~'s (possessive particle),position
类似 的,6924,similar; analogous,of; ~'s (possessive particle)
的 现,6924,of; ~'s (possessive particle),to appear
小 的,6924,small,of; ~'s (possessive particle)
中国 文化,6921,China,culture
职业 生涯,6921,occupation; profession; vocation,career
用户 的,6920,user,of; ~'s (possessive particle)
使 我,6915,to make,I; me; my
出 一,6914,to go out; to come out,one
只有 在,6913,only have ...; there is only ...,to exist; to be alive
改变 了,6906,to change,(completed action marker)
和 人民,6904,old variant of 和[he2],the people
也是 一个,6901,,a; an; one
图 层,6898,diagram,to pile on top of one another
中 获得,6897,(bound form) China; Chinese,to obtain; to receive; to get
发达 国家,6897,well-developed; flourishing,country; nation; state
仅仅 是,6897,barely,to be (followed by substantives only)
是 国家,6891,to be (followed by substantives only),country; nation; state
的 理念,6890,of; ~'s (possessive particle),idea
和 方法,6889,old variant of 和[he2],method; way; technique; procedure
各自 的,6886,each,of; ~'s (possessive particle)
所 述,6886,actually,(bound form) to state; to tell; to narrate; to relate
组织 在,6885,to organize,to exist; to be alive
紧 围绕,6885,tight,to revolve around
真实 的,6885,true; real,of; ~'s (possessive particle)
区域 经济,6882,area,economy
了 很多,6881,(completed action marker),
美国 和,6877,United States; USA; US,old variant of 和[he2]
政府 在,6876,government,to exist; to be alive
对外 贸易,6875,external,(commercial) trade
准备 金,6874,preparation,surname Jin
大陆 的,6872,mainland China (reference to the PRC),of; ~'s (possessive particle)
与 人,6871,variant of 歟|欤[yu2],person; people
维护 社会,6870,to defend,society
主要 年份,6866,main; principal; major; primary,particular year
可以 为,6865,can,as (in the capacity of)
已经 有,6859,already,to have; there is
统一 战线,6858,to unify; to integrate,battle line
水 资源,6856,surname Shui,see 資源縣|资源县[Zi1 yuan2 Xian4]
没有 得到,6855,haven't,to get; to obtain; to receive
我们 必须,6852,we; us; ourselves; our,to have to
的 干部,6850,of; ~'s (possessive particle),cadre
结构 性,6850,structure,nature
密切 的,6849,close; intimate,of; ~'s (possessive particle)
的 区域,6847,of; ~'s (possessive particle),area
审计 人员,6847,to audit,staff
分析 和,6846,to analyze,old variant of 和[he2]
如果 没有,6845,if; in case; in the event that,haven't
我 就,6842,I; me; my,(after a suppositional clause) in that case; then
区域 土地,6841,area,land
让 他,6839,to yield,"(third-person singular) (since the early 20th century, usu. male) he; him; his"
的 解决,6838,of; ~'s (possessive particle),to solve; to resolve; to settle (a problem)
农民 的,6837,peasant; farmer,of; ~'s (possessive particle)
较高 的,6832,,of; ~'s (possessive particle)
的 讲话,6832,of; ~'s (possessive particle),a speech
库 区,6832,warehouse,surname Ou
了 较,6831,(completed action marker),(bound form) to compare
三 农,6831,surname San,surname Nong
万千 瓦特,6831,myriad,(loanword) watt
老年 人,6830,elderly,person; people
价值 链,6830,value; worth,chain
真 的,6830,really,of; ~'s (possessive particle)
的 广告,6830,of; ~'s (possessive particle),to advertise
应 在,6824,surname Ying,to exist; to be alive
不 符合,6823,no; not so,in accordance with; to agree with; to conform to; to meet (a requirement)
满意 度,6823,satisfied,to pass
医药 管理,6823,medical care and medicines,to supervise
的 命运,6822,of; ~'s (possessive particle),fate; destiny
相当 于,6819,equivalent to,surname Yu
其他 国家,6816,other,country; nation; state
的 最高,6816,of; ~'s (possessive particle),tallest
前所未有 的,6815,(idiom) unprecedented,of; ~'s (possessive particle)
方 面,6815,surname Fang,face
宣传 教育,6814,to disseminate,to educate
弱势 群体,6813,vulnerable,community
这些 人,6811,these,person; people
效益 的,6811,benefit,of; ~'s (possessive particle)
全国 政协,6809,whole nation,CPPCC (Chinese People's Political Consultative Conference)
实际 的,6809,reality,of; ~'s (possessive particle)
的 就业,6809,of; ~'s (possessive particle),to get a job
技术 水平,6808,technology; technique; skill,horizontal; level
农业 机械,6808,agriculture,machine
设计 的,6805,to design; to plan,of; ~'s (possessive particle)
领导 班子,6804,lead,organized group
的 集中,6803,of; ~'s (possessive particle),to concentrate
广大 人民,6802,(of an area) vast or extensive,the people
能 力,6801,surname Neng,surname Li
多 方面,6799,many; much; more; a lot of,respect
提供 服务,6799,to offer,to serve
建设 工作,6794,to build; to construct; to establish; to develop; to institute,to work
参加 了,6790,to participate,(completed action marker)
年 我国,6790,surname Nian,my country; our country
城市 发展,6788,city; town,development
不可 避免,6788,cannot; should not; must not,to avert
的 模式,6788,of; ~'s (possessive particle),mode; pattern; model
