text,popularity,meaning1,meaning2
Sinne der,1001487,inflection of sinnen:,"nominative masculine singular definite article, the"
er wurde,1001423,he,first/third-person singular preterite of werden
ihr habt,1001233,"you, ye (plural, familiar)",inflection of haben:
dem man,1000966,dative masculine/neuter singular of der: the,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
um in,999609,about,"[with dative] in, inside, within, at (inside a building)"
was zu,998488,what,"to, towards (indicates directionality)"
ich nehme,998304,I (first person singular nominative (subject) pronoun),inflection of nehmen:
besteht aus,997744,inflection of bestehen:,out
ist dann,996935,third-person singular present of sein,"then, after that"
oder als,996840,"Oder (a major river in the Czech Republic, Poland and Germany)","at (approximately) the same moment, when, while, as"
ich dann,996680,I (first person singular nominative (subject) pronoun),"then, after that"
die Menge,996029,nominative/accusative singular feminine of der,quantity
das Schiff,995338,nominative/accusative neuter singular of der: the,ship
sehen Sie,995149,to see; to have sight,she; her
selbst und,994861,"personally, by oneself",and
wirklich nicht,994102,real,"not, non- (negates the meaning of a verb, adjective, or adverb)"
wird auf,994015,third-person singular present of werden,"[with dative] on, upon (positioned at the top of)"
jedoch die,993617,"however, yet, nevertheless",nominative/accusative singular feminine of der
Zeit in,993316,time (as a concept),"[with dative] in, inside, within, at (inside a building)"
lange nicht,993236,"long, for a long time","not, non- (negates the meaning of a verb, adjective, or adverb)"
im Allgemeinen,993153,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",inflection of allgemein:
er über,993153,he,"[with accusative or dative] above, over (spatially)"
hielt sie,992866,first/third-person singular preterite of halten,she; her
Mann und,992465,"man, male human being",and
er jetzt,992425,he,"now (at this moment, right now)"
herum und,992269,"about, around.",and
nahm er,992206,first/third-person singular preterite of nehmen,he
das würde,992134,nominative/accusative neuter singular of der: the,dignity
eine halbe,992004,nominative/accusative feminine singular of ein,inflection of halb:
die unter,991551,nominative/accusative singular feminine of der,under
er am,991067,he,acronym of Anwendungsmanagement
auf sein,990935,"[with dative] on, upon (positioned at the top of)",forms the present perfect and past perfect tenses of certain verbs
sie kann,990775,she; her,first/third-person singular present of können
Entwicklung des,990460,evolution,genitive masculine/neuter singular of der: the
ihrer Mutter,990233,genitive of sie: of her,mother
dir das,989202,"dative of du; you, to you.",nominative/accusative neuter singular of der: the
auch über,989094,"also, too, as well (in addition to whatever or whoever has previously been listed)","[with accusative or dative] above, over (spatially)"
ich bei,988673,I (first person singular nominative (subject) pronoun),"by, near"
dann auf,988654,"then, after that","[with dative] on, upon (positioned at the top of)"
zu beobachten,987139,"to, towards (indicates directionality)","to watch, to observe"
wie etwa,986797,how,approximately
einen Mann,986790,accusative masculine singular of ein,"man, male human being"
mich noch,986106,accusative of ich: me,"still, yet (up to and including a given time)"
dem Fenster,986093,dative masculine/neuter singular of der: the,window
stand der,985916,first/third-person singular preterite of stehen,"nominative masculine singular definite article, the"
diesem Augenblick,985619,masculine/neuter dative singular of dieser,"moment, instant, blink of an eye (very short period of time)"
im Raum,985354,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",space
ihn die,985203,"accusative of er; him, it (masculine, direct object).",nominative/accusative singular feminine of der
habe sie,984873,inflection of haben:,she; her
den Wagen,984799,inflection of der (“the”):,a wheeled vehicle for transporting anything
mehr auf,984782,something more,"[with dative] on, upon (positioned at the top of)"
zu unterscheiden,983983,"to, towards (indicates directionality)","to distinguish, differentiate"
und ab,983867,and,beginning at that time or location; from
so sind,983628,"so, such, that",first-person plural present of sein
so hat,983276,"so, such, that",third-person singular present of haben
dich zu,983189,"accusative of du; you, thee (direct object).","to, towards (indicates directionality)"
dem ersten,982670,dative masculine/neuter singular of der: the,inflection of erste:
es als,982615,"Refers to a neuter noun (person, animal, thing or abstract)","at (approximately) the same moment, when, while, as"
ließ die,982057,first/third-person singular preterite of lassen,nominative/accusative singular feminine of der
er hielt,981970,he,first/third-person singular preterite of halten
ins Bett,981735,contraction of in (“(in)to”) + das (“the”) (accusative singular neuter),"bed (piece of furniture, usually flat and soft, for resting or sleeping on; one's place of sleep or rest)"
Augen zu,981689,plural of Auge,"to, towards (indicates directionality)"
je mehr,981417,ever,something more
wäre ich,981401,first/third-person singular subjunctive II of sein,I (first person singular nominative (subject) pronoun)
die Funktion,981319,nominative/accusative singular feminine of der,role
oder von,980959,"Oder (a major river in the Czech Republic, Poland and Germany)",from
so aus,980552,"so, such, that",out
seinen Augen,980419,inflection of sein:,plural of Auge
den Tag,980065,inflection of der (“the”):,singular imperative of tagen
und vielleicht,980019,and,"perhaps, maybe"
und werden,979554,and,"will, to be going to, forms the future tense"
in verschiedenen,979074,"[with dative] in, inside, within, at (inside a building)",inflection of verschieden:
wieder mit,978369,again; indicates that the action taking place has happened before,"with (in the company of, alongside)"
doch dann,978353,yes; surely; really; on the contrary,"then, after that"
der gesamten,977553,"nominative masculine singular definite article, the",inflection of gesamt:
wie aus,977545,how,out
hatte nicht,976972,first/third-person singular preterite of haben,"not, non- (negates the meaning of a verb, adjective, or adverb)"
worden waren,976613,past participle of werden,first/third-person plural preterite of sein: were
der an,976522,"nominative masculine singular definite article, the","on, upon, at, in, against"
ist dabei,976384,third-person singular present of sein,"pronominal adverb of bei (replaces bei + demonstrative or personal pronoun, unless referring to people)"
musste ich,976052,first/third-person singular preterite of müssen,I (first person singular nominative (subject) pronoun)
könnte man,975365,first/third-person singular subjunctive II of können,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
die großen,974772,nominative/accusative singular feminine of der,inflection of groß:
immer so,974693,always,"so, such, that"
wohl auch,974482,"possibly, probably; as I was told (modal particle expressing an assumption, often like English must + infinitive, or (US) guess + clause)","also, too, as well (in addition to whatever or whoever has previously been listed)"
wir hier,974472,we,"here; in this place; refers to an environment one is currently in, or to something within reach"
doch ich,974044,yes; surely; really; on the contrary,I (first person singular nominative (subject) pronoun)
werden von,973758,"will, to be going to, forms the future tense",from
in Zukunft,973693,"[with dative] in, inside, within, at (inside a building)",future
es denn,973259,"Refers to a neuter noun (person, animal, thing or abstract)",for; because; since
das kleine,973130,nominative/accusative neuter singular of der: the,inflection of klein:
ganzen Tag,973043,inflection of ganz:,singular imperative of tagen
daß du,972696,Formerly standard spelling of dass which was deprecated in the spelling reform (Rechtschreibreform) of 1996.,"you (singular familiar), thou"
den man,972547,inflection of der (“the”):,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
Frau und,971638,woman (adult female human),and
würden sie,971626,plural of Würde,she; her
im Vordergrund,971622,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",foreground
dem Hintergrund,971616,dative masculine/neuter singular of der: the,background
mich auch,970784,accusative of ich: me,"also, too, as well (in addition to whatever or whoever has previously been listed)"
am Beispiel,970722,acronym of Anwendungsmanagement,example
etwa die,970333,approximately,nominative/accusative singular feminine of der
es würde,970274,"Refers to a neuter noun (person, animal, thing or abstract)",dignity
oder sie,970236,"Oder (a major river in the Czech Republic, Poland and Germany)",she; her
werden sollen,970210,"will, to be going to, forms the future tense",should; to be obligated (to do something); ought; shall
ihnen nicht,970009,"dative of sie; them, to them.","not, non- (negates the meaning of a verb, adjective, or adverb)"
keinen Fall,969950,accusative masculine of kein,singular imperative of fallen
sich damit,969014,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",pronominal adverb of mit
kein Wort,968740,no; not a(n); not one; not any,word as an isolated unit
Interesse an,968096,interest (attention and concern),"on, upon, at, in, against"
vielleicht war,967423,"perhaps, maybe",first-person singular preterite of sein: was
mehr von,967177,something more,from
man einen,967151,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)",accusative masculine singular of ein
Fall ist,966874,singular imperative of fallen,third-person singular present of sein
finden Sie,966202,to find; to discover,she; her
schon immer,964999,"already (happening rather early, continuing rather long)",always
dachte sie,964991,first/third-person singular preterite of denken,she; her
er habe,964757,he,inflection of haben:
in mein,964331,"[with dative] in, inside, within, at (inside a building)",my
dem Tisch,963670,dative masculine/neuter singular of der: the,table (a piece of furniture with a relatively deep surface at roughly waist or knee level); specific uses include:
mich von,963558,accusative of ich: me,from
musst du,963194,second-person singular present of müssen,"you (singular familiar), thou"
um mit,963092,about,"with (in the company of, alongside)"
zum Thema,962972,"contraction of zu + dem, literally “to the; for the”","topic, subject, issue"
du sie,962640,"you (singular familiar), thou",she; her
der kleinen,961768,"nominative masculine singular definite article, the",inflection of klein:
was mit,961711,what,"with (in the company of, alongside)"
ich ja,961332,I (first person singular nominative (subject) pronoun),initialism of Junge Alternative für Deutschland.
hier im,961288,"here; in this place; refers to an environment one is currently in, or to something within reach","initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi."
die Schule,960745,nominative/accusative singular feminine of der,school (an institution dedicated to teaching and learning (especially before university); department/institute at a college or university; art movement; followers of a particular doctrine)
zur Folge,960649,"contraction of zu + der, literally “to the (feminine)”",sequence
und haben,960410,and,forms the perfect aspect (have)
dies nicht,960303,alternative form of dieses,"not, non- (negates the meaning of a verb, adjective, or adverb)"
und kam,960141,and,first/third-person singular preterite of kommen
war im,959624,first-person singular preterite of sein: was,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi."
ein Bild,959588,one,"depiction, image, picture"
weil wir,959265,"because, given that",we
der Insel,958769,"nominative masculine singular definite article, the","an island, an isle"
viel Zeit,957761,"much, a lot",time (as a concept)
die bereits,957023,nominative/accusative singular feminine of der,already
an mich,956881,"on, upon, at, in, against",accusative of ich: me
sie da,956473,she; her,there
die wichtigsten,956028,nominative/accusative singular feminine of der,superlative degree of wichtig
nahm die,955842,first/third-person singular preterite of nehmen,nominative/accusative singular feminine of der
wer ist,955424,who (what person or people),third-person singular present of sein
oder so,955403,"Oder (a major river in the Czech Republic, Poland and Germany)","so, such, that"
einer neuen,955317,genitive/dative feminine singular of ein,inflection of neu:
der Sprache,955262,"nominative masculine singular definite article, the","language (body of words, and set of methods of combining them)"
ihr seid,954897,"you, ye (plural, familiar)",second-person plural present of sein
wieder nach,954557,again; indicates that the action taking place has happened before,"after, past (later in time)"
einem großen,953665,dative masculine/neuter singular of ein,inflection of groß:
ich immer,953068,I (first person singular nominative (subject) pronoun),always
waren es,953031,first/third-person plural preterite of sein: were,"Refers to a neuter noun (person, animal, thing or abstract)"
der nach,952606,"nominative masculine singular definite article, the","after, past (later in time)"
es möglich,951369,"Refers to a neuter noun (person, animal, thing or abstract)",possible (what can be done or achieved)
und dies,951225,and,alternative form of dieses
du in,951216,"you (singular familiar), thou","[with dative] in, inside, within, at (inside a building)"
die Anwendung,951099,nominative/accusative singular feminine of der,"application, usage, utilization"
Bereich des,950354,"area, realm, range, scope",genitive masculine/neuter singular of der: the
ihr und,949939,"you, ye (plural, familiar)",and
schon so,949556,"already (happening rather early, continuing rather long)","so, such, that"
ist daher,949415,third-person singular present of sein,"from there, thence"
daß eine,948504,Formerly standard spelling of dass which was deprecated in the spelling reform (Rechtschreibreform) of 1996.,nominative/accusative feminine singular of ein
machen Sie,948116,"to make, to produce, to create (an object, arrangement, situation, etc.)",she; her
zu tragen,948073,"to, towards (indicates directionality)","to carry, to bear (something on one's person)"
zu meinem,948016,"to, towards (indicates directionality)",dative masculine/neuter singular of mein
Hinweis auf,946445,hint; clue; pointer; an act or thing which makes someone aware of something,"[with dative] on, upon (positioned at the top of)"
sich seine,946270,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",inflection of seiner:
wir eine,946147,we,nominative/accusative feminine singular of ein
Prozent der,945888,percent,"nominative masculine singular definite article, the"
zog die,944443,first/third-person singular preterite of ziehen,nominative/accusative singular feminine of der
dem Bett,944170,dative masculine/neuter singular of der: the,"bed (piece of furniture, usually flat and soft, for resting or sleeping on; one's place of sleep or rest)"
zu verhindern,943421,"to, towards (indicates directionality)","to prevent, to inhibit, to keep (something) from happening."
Seite der,943213,side (a bounding straight edge of a two-dimensional shape),"nominative masculine singular definite article, the"
ihm der,942744,"dative of er; him, to him (indirect object); for him (in some cases).","nominative masculine singular definite article, the"
muss sich,942609,first/third-person singular present of müssen,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
der Polizei,942564,"nominative masculine singular definite article, the",police; law enforcement
das gesamte,942087,nominative/accusative neuter singular of der: the,inflection of gesamt:
nahm sie,941624,first/third-person singular preterite of nehmen,she; her
in einigen,941006,"[with dative] in, inside, within, at (inside a building)",to unite or unify (for example a group of people)
und gar,940731,and,"cooked, done (of food such as meat or vegetables: ready for consumption)"
noch der,940349,"still, yet (up to and including a given time)","nominative masculine singular definite article, the"
in Bewegung,940210,"[with dative] in, inside, within, at (inside a building)",motion
es kam,939109,"Refers to a neuter noun (person, animal, thing or abstract)",first/third-person singular preterite of kommen
die Knie,938903,nominative/accusative singular feminine of der,knee
das habe,938783,nominative/accusative neuter singular of der: the,inflection of haben:
oder einen,938745,"Oder (a major river in the Czech Republic, Poland and Germany)",accusative masculine singular of ein
mich um,938621,accusative of ich: me,about
die Form,938437,nominative/accusative singular feminine of der,singular imperative of formen
Formen der,938320,"to form, to shape (to give something a shape)","nominative masculine singular definite article, the"
letzten Jahren,938306,inflection of letzter:,dative plural of Jahr
sie unter,937989,she; her,under
nächsten Morgen,937196,superlative degree of nah,morning (part of the day from dawn to noon)
nach vorn,936987,"after, past (later in time)",in front
hätte es,936870,first/third-person singular subjunctive II of haben,"Refers to a neuter noun (person, animal, thing or abstract)"
im letzten,936847,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",inflection of letzter:
und sogar,935454,and,"even, actually, in fact"
wie kann,935273,how,first/third-person singular present of können
er immer,935272,he,always
mehr an,934940,something more,"on, upon, at, in, against"
und dadurch,934739,and,"through it, through that"
sich neben,933950,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","next to, beside, alongside, adjacent to, near, near to"
die alten,933383,nominative/accusative singular feminine of der,inflection of alt:
Geschichte des,932644,history,genitive masculine/neuter singular of der: the
der Form,932365,"nominative masculine singular definite article, the",singular imperative of formen
einen Teil,931754,accusative masculine singular of ein,"part, piece (of a whole, often in relation to living things or an abstract concept)"
der Öffentlichkeit,931316,"nominative masculine singular definite article, the",public
die Seele,931010,nominative/accusative singular feminine of der,soul
kurz darauf,930367,"short, quick, brief",after (behind; later in time; following)
zwischen zwei,930182,between,two (numerical value represented by the Arabic numeral 2; or describing a set with two components)
was nicht,930000,what,"not, non- (negates the meaning of a verb, adjective, or adverb)"
hier auf,929964,"here; in this place; refers to an environment one is currently in, or to something within reach","[with dative] on, upon (positioned at the top of)"
sollten wir,929534,inflection of sollen:,we
man muss,929407,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)",first/third-person singular present of müssen
sind nur,928642,first-person plural present of sein,"only, just, merely, simply"
das schon,928423,nominative/accusative neuter singular of der: the,"already (happening rather early, continuing rather long)"
schwer zu,926672,"heavy, weighty","to, towards (indicates directionality)"
der sozialen,925887,"nominative masculine singular definite article, the",inflection of sozial:
den verschiedenen,925250,inflection of der (“the”):,inflection of verschieden:
sich zur,925149,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","contraction of zu + der, literally “to the (feminine)”"
aufgrund des,925063,"due to, because of, as a result of, by reason of, on account of",genitive masculine/neuter singular of der: the
wir sollten,924878,we,inflection of sollen:
sollte sie,924874,inflection of sollen:,she; her
obwohl ich,924804,"although, though, while",I (first person singular nominative (subject) pronoun)
am Morgen,924794,acronym of Anwendungsmanagement,morning (part of the day from dawn to noon)
mir noch,924789,"dative of ich: me, to me","still, yet (up to and including a given time)"
und zugleich,924690,and,"at the same time, simultaneously"
bis jetzt,924549,until,"now (at this moment, right now)"
jetzt noch,923863,"now (at this moment, right now)","still, yet (up to and including a given time)"
nicht daran,923289,"not, non- (negates the meaning of a verb, adjective, or adverb)","on it, on that"
des Patienten,923213,genitive masculine/neuter singular of der: the,genitive singular of Patient
wollte nicht,923024,inflection of wollen:,"not, non- (negates the meaning of a verb, adjective, or adverb)"
war doch,922369,first-person singular preterite of sein: was,yes; surely; really; on the contrary
schon eine,922340,"already (happening rather early, continuing rather long)",nominative/accusative feminine singular of ein
in Frankreich,922185,"[with dative] in, inside, within, at (inside a building)",France (a country located primarily in Western Europe)
im Alter,921997,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",inflection of alt:
das Verhalten,921991,nominative/accusative neuter singular of der: the,behaviour
er durch,921492,he,by means of; by; through
den Sinn,920818,inflection of der (“the”):,singular imperative of sinnen
und ganz,920308,and,"entire, whole, complete"
den von,920233,inflection of der (“the”):,from
bin nicht,919937,first-person singular present of sein,"not, non- (negates the meaning of a verb, adjective, or adverb)"
sieht man,919703,third-person singular present of sehen,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
das Volk,919306,nominative/accusative neuter singular of der: the,"people, nation, folk, tribe, race (group united by culture, history, descent, and/or language)"
Kinder und,919206,nominative/accusative/genitive plural of Kind,and
immer ein,919203,always,one
am Boden,918668,acronym of Anwendungsmanagement,"ground, soil"
der gleichen,918588,"nominative masculine singular definite article, the","to be like, to equal to, to resemble"
er nun,918430,he,"now, at this moment"
schon auf,918118,"already (happening rather early, continuing rather long)","[with dative] on, upon (positioned at the top of)"
so einfach,917669,"so, such, that",easy
etwas wie,917017,something,how
es nun,916858,"Refers to a neuter noun (person, animal, thing or abstract)","now, at this moment"
in Wirklichkeit,916076,"[with dative] in, inside, within, at (inside a building)",reality
das noch,915980,nominative/accusative neuter singular of der: the,"still, yet (up to and including a given time)"
zu lösen,915787,"to, towards (indicates directionality)",to loose; to loosen; to detach; to remove
wo man,915480,where (at what place),"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
war kein,915293,first-person singular preterite of sein: was,no; not a(n); not one; not any
der große,914954,"nominative masculine singular definite article, the",inflection of groß:
der Europäischen,914946,"nominative masculine singular definite article, the",inflection of europäisch:
nach rechts,914608,"after, past (later in time)",on the right
außerhalb des,914424,"outside (of), beyond",genitive masculine/neuter singular of der: the
zu verlassen,914344,"to, towards (indicates directionality)","to leave, to abandon; to depart, to forsake"
die Gruppe,913945,nominative/accusative singular feminine of der,group
die neuen,913484,nominative/accusative singular feminine of der,inflection of neu:
der Staat,913413,"nominative masculine singular definite article, the","country, state (politically constituted legal person wielding absolute power of a population and territory)"
jetzt ist,913378,"now (at this moment, right now)",third-person singular present of sein
gehen und,913310,"to go, to walk",and
ganz sicher,913301,"entire, whole, complete","safe, secure (not dangerous or in danger)"
einen guten,912819,accusative masculine singular of ein,inflection of gut:
und weil,912799,and,"because, given that"
damit der,912478,pronominal adverb of mit,"nominative masculine singular definite article, the"
Einsatz von,912404,"something inserted, inset, inlay, compartment",from
aber für,912394,but; however; though,describes an abstract directionality towards a person or matter
lehnte sich,912166,inflection of lehnen:,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
die vielen,911862,nominative/accusative singular feminine of der,inflection of viel:
der Wahrheit,911059,"nominative masculine singular definite article, the",truth
ist durch,910613,third-person singular present of sein,by means of; by; through
Form des,910472,singular imperative of formen,genitive masculine/neuter singular of der: the
daß diese,910276,Formerly standard spelling of dass which was deprecated in the spelling reform (Rechtschreibreform) of 1996.,"nominative feminine singular of dieser; ""this"""
er uns,910027,he,accusative/dative of wir: us
soll die,909288,debit,nominative/accusative singular feminine of der
vielleicht ist,909081,"perhaps, maybe",third-person singular present of sein
wir im,908959,we,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi."
kam er,908242,first/third-person singular preterite of kommen,he
Gespräch mit,907887,"conversation, chat, talk (conversing between people or parties, either for pleasure or for business)","with (in the company of, alongside)"
das Feuer,907578,nominative/accusative neuter singular of der: the,fire (chemical process)
fuhr er,907070,first/third-person singular preterite of fahren,he
es hatte,906766,"Refers to a neuter noun (person, animal, thing or abstract)",first/third-person singular preterite of haben
die Freiheit,906718,nominative/accusative singular feminine of der,freedom
am Tag,906689,acronym of Anwendungsmanagement,singular imperative of tagen
waren in,906610,first/third-person plural preterite of sein: were,"[with dative] in, inside, within, at (inside a building)"
ganz anders,906377,"entire, whole, complete","different, differently"
nur nicht,906019,"only, just, merely, simply","not, non- (negates the meaning of a verb, adjective, or adverb)"
ich selbst,905762,I (first person singular nominative (subject) pronoun),"personally, by oneself"
ohne zu,905579,without,"to, towards (indicates directionality)"
wieder und,905447,again; indicates that the action taking place has happened before,and
die Verbindung,905445,nominative/accusative singular feminine of der,connection
war auf,905241,first-person singular preterite of sein: was,"[with dative] on, upon (positioned at the top of)"
eingesetzt werden,905127,past participle of einsetzen,"will, to be going to, forms the future tense"
in solchen,904392,"[with dative] in, inside, within, at (inside a building)",inflection of solch:
liegt in,903845,inflection of liegen:,"[with dative] in, inside, within, at (inside a building)"
die vier,903629,nominative/accusative singular feminine of der,four (numerical value represented by the Arabic numeral 4; or describing a set with four elements)
das gilt,903507,nominative/accusative neuter singular of der: the,inflection of gelten:
zu seinen,903107,"to, towards (indicates directionality)",inflection of sein:
hier zu,903080,"here; in this place; refers to an environment one is currently in, or to something within reach","to, towards (indicates directionality)"
der linken,902902,"nominative masculine singular definite article, the",to deceive
werden im,901927,"will, to be going to, forms the future tense","initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi."
sollte es,901497,inflection of sollen:,"Refers to a neuter noun (person, animal, thing or abstract)"
habe die,901403,inflection of haben:,nominative/accusative singular feminine of der
zu wenig,900654,"to, towards (indicates directionality)","little, few (a small amount, a small number)"
Frauen und,900544,plural of Frau (“women”),and
ins Haus,900393,contraction of in (“(in)to”) + das (“the”) (accusative singular neuter),"house, building"
Theorie der,900299,theory,"nominative masculine singular definite article, the"
wie ihr,900006,how,"you, ye (plural, familiar)"
ist keine,899251,third-person singular present of sein,feminine nominative/accusative of kein
das System,899224,nominative/accusative neuter singular of der: the,system
in Paris,898934,"[with dative] in, inside, within, at (inside a building)",Paris (the capital and largest city of France)
geworden ist,898913,past participle of werden,third-person singular present of sein
bei jedem,898777,"by, near",masculine dative singular of jeder
die Verwendung,898604,nominative/accusative singular feminine of der,"use, usage, application, utilization (function or purpose for which something may be employed)"
Ziel der,898548,singular imperative of zielen,"nominative masculine singular definite article, the"
auch dann,898176,"also, too, as well (in addition to whatever or whoever has previously been listed)","then, after that"
rief sie,898054,first/third-person singular preterite of rufen,she; her
Verlauf der,897861,"course (of a border, etc.)","nominative masculine singular definite article, the"
zwei Stunden,897593,two (numerical value represented by the Arabic numeral 2; or describing a set with two components),plural of Stunde
und dieser,897291,and,"this one, this"
den neuen,896737,inflection of der (“the”):,inflection of neu:
als wenn,896518,"at (approximately) the same moment, when, while, as","when, whenever"
der auch,896447,"nominative masculine singular definite article, the","also, too, as well (in addition to whatever or whoever has previously been listed)"
von Ihnen,896140,from,"dative of sie; them, to them."
sein wird,896109,forms the present perfect and past perfect tenses of certain verbs,third-person singular present of werden
sind alle,896035,first-person plural present of sein,inflection of all (“all”)
war aber,895683,first-person singular preterite of sein: was,but; however; though
und starrte,895499,and,inflection of starren:
um uns,895449,about,accusative/dative of wir: us
griff nach,895409,"grasp, reach (act of trying to grab)","after, past (later in time)"
wo wir,895299,where (at what place),we
den Gedanken,895191,inflection of der (“the”):,inflection of Gedanke:
musste sie,894867,first/third-person singular preterite of müssen,she; her
der drei,894777,"nominative masculine singular definite article, the",three (numerical value represented by the Arabic numeral 3; or describing a set with three elements)
sie hätte,894766,she; her,first/third-person singular subjunctive II of haben
an mir,894735,"on, upon, at, in, against","dative of ich: me, to me"
die Notwendigkeit,894562,nominative/accusative singular feminine of der,necessity
der hier,893965,"nominative masculine singular definite article, the","here; in this place; refers to an environment one is currently in, or to something within reach"
sich etwas,893354,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",something
der Himmel,892909,"nominative masculine singular definite article, the",inflection of himmeln:
der so,892708,"nominative masculine singular definite article, the","so, such, that"
es wieder,892259,"Refers to a neuter noun (person, animal, thing or abstract)",again; indicates that the action taking place has happened before
gegen eine,891966,against,nominative/accusative feminine singular of ein
nicht etwa,891461,"not, non- (negates the meaning of a verb, adjective, or adverb)",approximately
gehen wir,891368,"to go, to walk",we
ich aus,891367,I (first person singular nominative (subject) pronoun),out
findet man,890940,inflection of finden:,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
und trat,890791,and,first/third-person singular preterite of treten
Zusammenhang zwischen,890585,"coherence, cohesion",between
sollte die,890515,inflection of sollen:,nominative/accusative singular feminine of der
wurden in,890495,first/third-person plural preterite of werden,"[with dative] in, inside, within, at (inside a building)"
kann in,890448,first/third-person singular present of können,"[with dative] in, inside, within, at (inside a building)"
hinter mir,890155,"behind, after","dative of ich: me, to me"
der Schweiz,889598,"nominative masculine singular definite article, the",Switzerland (a country in Western Europe and Central Europe)
den der,889279,inflection of der (“the”):,"nominative masculine singular definite article, the"
Tür und,889038,door (rigid plane on a hinge),and
ich mein,888801,I (first person singular nominative (subject) pronoun),my
es nach,888321,"Refers to a neuter noun (person, animal, thing or abstract)","after, past (later in time)"
auf keinen,888258,"[with dative] on, upon (positioned at the top of)",accusative masculine of kein
wie schon,887964,how,"already (happening rather early, continuing rather long)"
zu ihren,887248,"to, towards (indicates directionality)",inflection of ihr:
aber keine,887085,but; however; though,feminine nominative/accusative of kein
ihr einen,886329,"you, ye (plural, familiar)",accusative masculine singular of ein
der als,886304,"nominative masculine singular definite article, the","at (approximately) the same moment, when, while, as"
dann zu,885999,"then, after that","to, towards (indicates directionality)"
abgesehen von,885898,past participle of absehen: disregarded,from
mit ein,885237,"with (in the company of, alongside)",one
auf uns,884973,"[with dative] on, upon (positioned at the top of)",accusative/dative of wir: us
Vater und,884752,father,and
alles zu,884268,everything; all,"to, towards (indicates directionality)"
Anforderungen an,883868,plural of Anforderung,"on, upon, at, in, against"
ihre Stimme,883569,inflection of ihr:,"voice (speaking or singing), call of an animal"
die Haut,883467,nominative/accusative singular feminine of der,inflection of hauen:
erste Mal,883252,first,times (indicating multiplication of two numbers)
hielt er,883178,first/third-person singular preterite of halten,he
war immer,883050,first-person singular preterite of sein: was,always
zu holen,882938,"to, towards (indicates directionality)","to (go) get, to fetch (to go somewhere and take something to bring back)"
damit ist,882919,pronominal adverb of mit,third-person singular present of sein
nachdem ich,882744,after (that),I (first person singular nominative (subject) pronoun)
des Staates,882560,genitive masculine/neuter singular of der: the,genitive singular of Staat
nach ihrem,882556,"after, past (later in time)","dative masculine/neuter singular of ihr: her, its, their (referring to a masculine or neuter object in the dative case)"
Blick in,882407,"glance, look","[with dative] in, inside, within, at (inside a building)"
das neue,882386,nominative/accusative neuter singular of der: the,inflection of neu:
für meine,881788,describes an abstract directionality towards a person or matter,inflection of meiner:
gar keine,881708,"cooked, done (of food such as meat or vegetables: ready for consumption)",feminine nominative/accusative of kein
zu arbeiten,881671,"to, towards (indicates directionality)",to work (to do a specific task by employing physical or mental powers)
